from,to,duration
87718015,87718502,16
87718015,87718544,34
87718106,87718114,4
87718106,87718304,6
87718114,87718106,4
87718114,87718122,6
87718122,87718007,17
87718122,87718114,6
87718122,87718130,6
87718122,87718841,10
87718130,87718122,6
87718130,87718841,5
87718155,87718189,8
87718155,87718833,7
87718189,87718155,9
87718189,87718197,7
87718189,87718213,11
87718189,87718239,19
87718197,87718189,5
87718197,87718213,7
87718213,87718189,12
87718213,87718197,7
87718213,87718239,10
87718239,87718189,18
87718239,87718213,9
87718239,87718270,13
87718239,87718296,21
87718270,87718239,13
87718270,87718296,8
87718296,87713735,14
87718296,87718239,20
87718296,87718270,8
87718296,87743005,17
87718304,87718007,6
87718304,87718106,5
87718304,87718312,9
87718304,87718320,18
87718304,87718841,18
87718312,87718007,9
87718312,87718304,9
87718312,87718320,5
87718320,87713412,14
87718320,87718007,12
87718320,87718304,14
87718320,87718312,4
87718320,87718338,5
87718338,87718320,5
87718338,87718361,4
87718361,87713412,9
87718361,87718338,4
87718403,87718007,8
87718403,87718411,3
87718411,87718403,3
87718411,87718429,5
87718429,87718411,5
87718429,87718437,4
87718437,87718007,15
87718437,87718429,4
87718437,87718460,10
87718460,87184622,12
87718460,87718007,21
87718460,87718437,10
87718502,87391300,4
87718502,87718510,5
87718510,87718502,5
87718510,87718528,7
87718510,87718544,20
87718528,87718510,8
87718528,87718536,5
87718528,87718544,18
87718536,87718528,5
87718536,87718601,5
87718544,87718015,29
87718544,87718528,14
87718544,87718551,9
87718544,87718601,2
87718551,87718544,9
87718551,87718577,16
87718551,87718619,29
87718577,87718551,16
87718577,87718619,14
87718601,87718536,4
87718601,87718544,4
87718619,87598219,14
87718619,87718551,30
87718619,87718577,13
87718833,87713412,18
87718833,87715102,20
87718833,87715136,36
87718833,87715326,42
87718833,87718155,7
87718833,87718841,5
87718841,87718007,22
87718841,87718122,10
87718841,87718130,5
87718841,87718304,18
87718841,87718833,5
87718841,87718866,8
87718866,87713412,10
87718866,87718841,7
87721001,87721225,6
87721001,87721266,9
87721001,87721282,10
87721001,87721423,20
87721001,87722025,6
87721035,87721043,5
87721035,87721472,11
87721035,87726828,18
87721043,87721035,5
87721043,87721050,5
87721050,87721043,6
87721050,87726828,11
87721159,87721175,2
87721175,87721159,4
87721175,87721506,4
87721225,87721001,5
87721225,87721241,3
87721225,87723197,12
87721241,87721225,4
87721241,87721266,3
87721266,87721241,3
87721266,87721282,3
87721266,87721423,10
87721266,87723197,12
87721282,87721001,9
87721282,87721266,3
87721282,87721290,3
87721282,87721324,7
87721282,87721332,9
87721282,87721415,6
87721282,87721423,8
87721282,87723197,14
87721290,87721282,3
87721290,87721324,4
87721324,87721282,6
87721324,87721290,4
87721324,87721332,4
87721332,87721282,9
87721332,87721324,5
87721332,87721340,6
87721332,87721357,10
87721340,87721332,5
87721340,87721357,4
87721357,87721332,9
87721357,87721340,4
87721357,87725689,12
87721357,87725739,5
87721415,87721282,6
87721415,87721423,4
87721423,87721001,17
87721423,87721266,10
87721423,87721415,4
87721423,87721431,5
87721423,87721746,5
87721423,87721753,5
87721423,87721787,11
87721423,87722025,26
87721423,87723197,20
87721431,87721423,6
87721431,87721456,7
87721431,87721472,12
87721431,87721563,4
87721431,87721605,5
87721449,87721480,3
87721449,87721738,7
87721456,87721431,6
87721456,87721464,5
87721464,87721456,4
87721464,87721472,5
87721472,87721035,12
87721472,87721431,12
87721472,87721464,6
87721472,87723197,34
87721472,87726802,30
87721480,87721449,3
87721480,87721704,3
87721506,87721175,4
87721506,87721514,3
87721506,87722744,5
87721514,87721506,3
87721514,87721522,3
87721514,87721704,2
87721522,87721514,2
87721522,87721530,2
87721530,87208553,2
87721530,87721522,3
87721530,87721548,4
87721548,87208553,2
87721548,87566919,4
87721548,87721530,4
87721555,87566919,2
87721555,87721563,3
87721563,87721431,6
87721563,87721555,4
87721605,87721431,4
87721704,87721480,3
87721704,87721514,3
87721738,87721449,6
87721738,87721746,4
87721746,87721423,6
87721746,87721738,4
87721753,87721423,5
87721753,87721761,3
87721761,87721753,2
87721761,87721787,3
87721787,87721423,9
87721787,87721761,3
87721787,87721811,5
87721787,87721829,8
87721787,87721860,17
87721811,87721787,4
87721829,87721787,8
87721829,87721860,9
87721860,87694778,20
87721860,87721787,16
87721860,87721829,8
87722025,87282624,2
87722025,87721001,4
87722025,87722207,3
87722025,87723197,8
87722207,87722025,5
87722207,87722231,2
87722231,87722207,2
87722231,87722249,2
87722249,87722231,2
87722249,87722264,5
87722264,87722249,5
87722264,87722298,4
87722298,87722264,4
87722298,87722439,3
87722405,87722439,2
87722405,87723197,17
87722405,87726307,15
87722405,87726331,10
87722439,87722298,2
87722439,87722405,2
87722538,87722546,5
87722538,87728501,5
87722546,87722538,4
87722546,87722561,5
87722561,87722546,6
87722561,87722579,6
87722579,87722561,6
87722579,87722587,4
87722587,87282624,17
87722587,87722579,3
87722587,87722652,7
87722587,87722678,13
87722587,87723197,21
87722652,87722587,8
87722652,87722678,6
87722678,87722587,13
87722678,87722652,6
87722678,87761106,6
87722678,87761163,20
87722702,87722710,5
87722702,87722744,3
87722710,87722702,5
87722710,87722728,6
87722728,87722710,3
87722744,87721506,5
87722744,87722702,3
87723197,87713040,128
87723197,87721266,14
87723197,87721282,12
87723197,87721423,22
87723197,87721472,37
87723197,87722025,10
87723197,87722405,16
87723197,87722587,17
87723197,87723395,18
87723197,87723429,22
87723197,87723502,12
87723197,87723528,9
87723197,87723585,19
87723197,87723700,13
87723197,87728501,12
87723197,87734004,139
87723197,87741009,79
87723197,87741132,70
87723197,87743005,39
87723197,87743716,23
87723197,87743757,39
87723197,87745000,78
87723197,87761494,69
87723320,87282624,6
87723320,87723353,4
87723353,87723320,4
87723353,87723361,17
87723353,87723387,9
87723361,87723353,18
87723387,87723320,21
87723387,87723353,9
87723387,87723395,4
87723395,87723197,19
87723395,87723387,4
87723395,87723429,8
87723395,87761239,5
87723429,87723197,24
87723429,87723395,8
87723429,87723452,6
87723429,87723478,8
87723429,87761239,4
87723452,87723429,7
87723452,87723478,5
87723478,87723429,9
87723478,87723452,5
87723478,87723494,6
87723478,87741009,55
87723478,87741470,16
87723478,87741496,12
87723478,87747287,27
87723494,87723478,5
87723494,87741496,6
87723494,87747204,5
87723502,87723197,7
87723502,87723528,5
87723528,87723197,10
87723528,87723502,5
87723528,87723536,3
87723536,87723528,3
87723536,87723544,2
87723544,87723536,3
87723544,87723569,3
87723569,87723544,4
87723569,87723577,4
87723569,87723585,15
87723577,87723569,4
87723577,87723585,6
87723585,87723197,20
87723585,87723569,15
87723585,87723577,7
87723585,87743716,10
87723585,87743757,20
87723700,87723197,8
87723700,87723718,7
87723718,87723700,8
87723718,87723726,3
87723726,87723718,4
87723726,87723734,4
87723734,87723726,4
87723734,87723742,4
87723734,87723759,13
87723742,87723734,4
87723742,87723759,6
87723759,87723734,17
87723759,87723742,6
87723759,87723767,7
87723759,87723783,20
87723767,87723759,6
87723767,87723783,5
87723783,87723759,16
87723783,87723767,6
87723783,87723791,6
87723791,87723783,5
87723791,87743005,7
87725002,87713578,9
87725002,87713586,6
87725002,87725614,10
87725002,87725622,14
87725614,87725002,10
87725614,87725622,6
87725622,87725002,14
87725622,87725614,6
87725622,87725663,9
87725622,87725671,14
87725622,87725689,16
87725663,87725622,8
87725663,87725671,5
87725671,87725622,14
87725671,87725663,5
87725671,87725689,7
87725689,87721357,12
87725689,87725622,15
87725689,87725671,5
87725689,87725713,5
87725689,87725804,5
87725713,87725689,6
87725713,87725721,4
87725721,87725713,3
87725721,87725739,4
87725739,87721357,5
87725739,87725721,4
87725804,87725689,6
87725804,87725812,7
87725804,87725820,6
87725812,87725804,7
87725812,87725820,8
87725820,87725804,6
87725820,87725812,7
87725820,87725838,4
87725838,87725820,4
87725838,87725846,5
87725846,87725838,4
87725846,87743005,7
87725895,87747006,6
87725895,87747402,6
87726000,87726158,3
87726000,87726307,7
87726000,87726331,16
87726000,87726901,2
87726158,87726000,5
87726158,87726208,11
87726158,87726216,10
87726158,87726232,6
87726158,87726406,11
87726174,87726190,3
87726174,87726901,2
87726190,87726174,3
87726190,87726703,4
87726190,87726729,7
87726190,87726901,4
87726208,87726158,14
87726208,87726216,5
87726208,87726885,7
87726216,87726158,10
87726216,87726208,5
87726232,87726158,6
87726232,87726406,5
87726307,87722405,19
87726307,87726000,10
87726307,87726331,7
87726331,87722405,10
87726331,87726000,18
87726331,87726307,7
87726406,87726158,11
87726406,87726232,6
87726406,87726414,4
87726414,87726406,4
87726414,87726422,4
87726414,87726448,20
87726422,87726414,3
87726422,87726430,5
87726430,87726422,5
87726430,87726448,6
87726448,87726414,20
87726448,87726430,6
87726448,87726471,16
87726471,87726448,13
87726471,87734509,26
87726703,87726190,4
87726703,87726711,3
87726711,87726703,4
87726711,87726729,3
87726729,87726000,14
87726729,87726190,8
87726729,87726711,3
87726729,87726737,4
87726729,87726760,9
87726737,87726729,4
87726737,87726760,7
87726760,87726729,9
87726760,87726737,7
87726760,87726778,11
87726778,87726760,11
87726778,87726786,6
87726778,87726794,10
87726778,87734699,40
87726778,87734749,15
87726786,87726778,6
87726786,87734749,10
87726794,87726778,10
87726794,87734749,11
87726802,87721472,30
87726802,87726828,3
87726802,87732008,46
87726828,87721035,18
87726828,87721050,11
87726828,87726802,4
87726828,87726851,14
87726851,87726828,14
87726851,87726869,9
87726869,87726851,8
87726869,87726877,7
87726877,87726869,8
87726877,87726885,9
87726885,87726208,7
87726885,87726877,8
87726901,87726000,3
87726901,87726174,2
87726901,87726190,5
87728501,87282624,4
87728501,87722538,5
87731828,87734301,16
87731828,87734673,12
87731885,87734335,17
87731885,87734343,22
87731885,87734350,42
87732008,87641001,87
87732008,87726802,46
87732008,87732206,10
87732008,87732404,30
87732008,87734053,20
87732206,87641001,86
87732206,87696351,8
87732206,87732008,9
87732404,87641043,40
87732404,87641050,26
87732404,87641068,16
87732404,87641076,9
87732404,87641415,54
87732404,87726802,55
87732404,87732008,25
87732404,87734053,15
87732404,87734129,7
87734004,87396895,2
87734004,87562421,6
87734004,87641274,60
87734004,87641423,34
87734004,87723197,136
87734004,87734046,5
87734004,87734053,8
87734004,87734202,40
87734004,87734426,25
87734004,87734442,33
87734004,87782607,4
87734004,87783175,85
87734004,87783241,90
87734038,87396895,5
87734038,87641449,5
87734046,87734004,6
87734046,87734053,5
87734053,87641001,77
87734053,87732008,21
87734053,87732404,17
87734053,87734004,9
87734053,87734046,5
87734053,87734103,6
87734053,87734129,11
87734087,87562421,6
87734087,87734426,4
87734103,87734053,6
87734103,87734111,5
87734111,87734103,5
87734111,87734129,5
87734129,87732404,8
87734129,87734053,10
87734129,87734111,4
87734152,87734160,3
87734152,87782607,4
87734160,87734152,3
87734160,87734178,4
87734160,87782607,6
87734178,87734160,4
87734178,87734186,4
87734186,87734004,30
87734186,87734178,3
87734186,87734194,7
87734186,87782607,10
87734194,87734186,6
87734194,87734202,9
87734202,87734004,27
87734202,87734178,18
87734202,87734186,14
87734202,87734194,9
87734202,87734228,6
87734202,87734244,13
87734202,87782607,22
87734228,87734202,7
87734228,87734244,8
87734244,87734202,13
87734244,87734228,8
87734244,87734251,5
87734251,87734244,5
87734251,87734269,9
87734251,87734871,13
87734269,87734251,7
87734269,87734293,13
87734269,87734301,18
87734269,87734319,27
87734293,87734269,14
87734293,87734301,7
87734301,87731828,19
87734301,87734269,19
87734301,87734293,6
87734301,87734319,8
87734319,87734301,8
87734319,87734335,24
87734319,87734350,75
87734335,87731885,16
87734335,87734319,24
87734343,87731885,22
87734343,87734350,20
87734350,87731885,42
87734350,87734319,73
87734350,87734343,22
87734350,87734368,14
87734350,87775171,22
87734350,87775288,120
87734350,87783605,42
87734368,87734350,12
87734368,87775171,8
87734426,87734004,25
87734426,87734087,3
87734426,87734442,7
87734426,87734459,23
87734442,87734004,33
87734442,87734426,7
87734442,87734459,8
87734459,87734004,30
87734459,87734442,8
87734459,87734475,11
87734475,87734459,9
87734509,87726471,26
87734673,87731828,13
87734673,87734699,22
87734699,87734673,21
87734699,87734707,10
87734699,87734723,17
87734707,87734699,12
87734707,87734715,5
87734715,87734707,5
87734715,87734723,6
87734723,87734699,18
87734723,87734715,6
87734723,87734731,8
87734723,87734749,11
87734731,87734723,8
87734731,87734749,4
87734749,87726778,15
87734749,87726786,11
87734749,87726794,12
87734749,87734723,11
87734749,87734731,5
87734871,87645507,20
87734871,87734251,13
87734871,87783175,24
87741009,87723197,81
87741009,87741132,9
87741009,87741140,7
87741009,87741181,8
87741009,87741231,41
87741009,87741306,67
87741009,87741421,24
87741009,87741439,14
87741009,87741645,60
87741009,87746008,55
87741009,87747402,32
87741074,87741108,3
87741074,87741132,16
87741074,87741504,8
87741074,87743716,31
87741074,87743757,20
87741074,87745000,21
87741074,87745828,10
87741108,87741074,4
87741108,87741116,5
87741116,87741108,5
87741116,87741132,11
87741132,87723197,74
87741132,87741009,10
87741132,87741074,17
87741132,87741116,12
87741132,87741140,5
87741132,87743716,46
87741132,87745000,38
87741132,87746008,30
87741132,87746107,6
87741132,87746305,65
87741140,87741009,8
87741140,87741132,5
87741181,87741009,9
87741181,87741132,39
87741181,87741223,7
87741181,87741256,25
87741181,87741645,33
87741181,87747493,6
87741223,87741181,7
87741223,87741231,4
87741223,87741256,16
87741223,87741306,21
87741223,87741611,9
87741223,87741645,18
87741231,87741009,41
87741231,87741223,4
87741231,87741256,6
87741256,87741231,6
87741256,87741280,7
87741256,87741306,19
87741280,87741256,7
87741280,87741306,9
87741306,87741009,62
87741306,87741223,24
87741306,87741280,9
87741306,87742320,7
87741421,87741009,20
87741421,87741439,5
87741439,87741009,16
87741439,87741421,5
87741439,87741447,6
87741439,87741454,6
87741439,87741470,9
87741447,87741454,4
87741454,87741439,11
87741454,87741447,3
87741454,87741470,6
87741470,87723478,16
87741470,87741439,9
87741470,87741454,11
87741470,87741496,11
87741496,87723478,13
87741496,87723494,6
87741496,87741470,15
87741504,87741074,9
87741504,87743716,25
87741504,87743757,14
87741611,87741223,9
87741611,87741629,7
87741629,87741611,7
87741629,87741645,9
87741645,87741223,20
87741645,87741629,6
87741645,87741694,21
87741645,87741728,25
87741694,87741645,16
87741694,87741702,6
87741694,87741728,8
87741702,87741694,5
87741728,87741645,28
87741728,87741694,12
87741728,87741769,14
87741728,87741793,30
87741769,87741728,13
87741769,87741777,8
87741777,87741769,8
87741777,87741793,8
87741793,87741728,30
87741793,87741769,15
87741793,87741777,6
87742007,87742361,13
87742320,87741306,7
87742320,87742361,10
87742361,87742007,14
87742361,87742320,11
87743005,87713040,77
87743005,87713735,55
87743005,87718296,16
87743005,87723197,44
87743005,87723585,27
87743005,87723791,7
87743005,87725846,6
87743005,87743112,8
87743005,87743302,7
87743005,87743716,19
87743112,87743005,8
87743112,87743120,4
87743120,87743112,5
87743120,87743146,4
87743120,87743716,20
87743146,87743120,4
87743146,87743716,7
87743302,87743005,10
87743302,87743328,9
87743328,87743302,8
87743328,87743336,4
87743336,87743328,4
87743336,87743344,4
87743344,87743336,4
87743344,87743351,9
87743351,87131961,3
87743351,87743344,8
87743526,87131961,9
87743526,87743534,6
87743534,87131961,20
87743534,87743526,5
87743534,87743591,25
87743591,87743534,30
87743591,87743633,20
87743633,87715441,27
87743633,87743591,15
87743716,87723197,25
87743716,87723585,8
87743716,87741074,30
87743716,87741132,43
87743716,87741504,25
87743716,87743005,18
87743716,87743120,15
87743716,87743146,5
87743716,87743740,8
87743716,87743757,13
87743740,87743716,10
87743740,87743757,6
87743757,87723197,36
87743757,87723585,20
87743757,87741074,19
87743757,87741504,14
87743757,87743716,13
87743757,87743740,6
87745000,87723197,91
87745000,87741074,24
87745000,87741132,38
87745000,87745380,10
87745000,87745414,12
87745000,87745497,48
87745000,87745828,15
87745000,87746305,51
87745380,87745000,11
87745414,87745000,13
87745414,87745430,14
87745430,87745414,11
87745430,87745497,15
87745430,87746008,40
87745497,87741009,100
87745497,87745000,47
87745497,87745430,13
87745497,87745588,8
87745497,87745596,20
87745497,87746305,27
87745497,87746511,9
87745588,87745497,9
87745588,87745596,5
87745596,87745497,20
87745596,87745588,5
87745596,87745620,6
87745596,87745646,20
87745596,87746008,60
87745620,87745596,6
87745620,87745646,9
87745646,87745596,20
87745646,87745620,7
87745646,87745679,9
87745679,87745646,7
87745679,87746008,105
87745828,87741074,10
87745828,87745000,13
87746008,87741009,55
87746008,87741132,30
87746008,87745430,30
87746008,87746149,14
87746008,87746206,4
87746008,87746305,30
87746107,87741132,5
87746107,87746115,7
87746115,87741132,20
87746115,87746107,7
87746115,87746149,7
87746149,87741132,34
87746149,87746008,15
87746149,87746115,9
87746206,87746008,6
87746206,87746248,11
87746248,87746206,10
87746248,87746305,20
87746305,87741132,75
87746305,87745000,51
87746305,87745497,21
87746305,87746008,40
87746305,87746248,22
87746305,87746313,5
87746305,87746339,15
87746305,87746511,5
87746313,87746305,6
87746313,87746339,4
87746339,87746305,14
87746339,87746313,4
87746339,87746347,6
87746339,87746370,15
87746347,87746339,6
87746347,87746370,6
87746370,87746008,60
87746370,87746339,20
87746370,87746347,7
87746370,87746412,8
87746370,87746438,15
87746412,87746370,7
87746412,87746438,7
87746438,87746370,17
87746438,87746412,7
87746438,87746479,6
87746479,87746438,4
87746479,87746701,5
87746479,87746719,10
87746479,87746784,20
87746511,87745497,11
87746511,87746305,8
87746701,87746479,6
87746701,87746719,9
87746719,87746479,14
87746719,87746701,8
87746719,87746727,5
87746719,87746743,6
87746727,87746719,4
87746727,87746735,3
87746735,87746727,3
87746735,87746743,2
87746743,87746719,8
87746743,87746735,3
87746743,87746750,3
87746743,87746784,7
87746750,87746743,3
87746750,87746768,2
87746768,87746750,2
87746768,87746776,3
87746776,87746768,2
87746776,87746818,2
87746784,87462085,12
87746784,87746479,25
87746784,87746818,4
87746784,87746826,4
87746818,87462085,2
87746818,87746776,1
87746818,87746784,6
87746826,87746784,5
87746826,87746834,2
87746834,87746826,3
87746834,87746842,5
87746842,87746834,4
87746842,87746859,4
87746859,87746842,4
87746859,87746867,5
87746867,87746859,5
87746867,87746883,6
87746875,87746883,3
87746883,87746867,5
87746883,87746875,4
87747006,87725895,4
87747006,87747287,15
87747006,87747329,11
87747006,87747337,8
87747006,87747352,5
87747006,87747402,9
87747006,87747519,7
87747006,87761718,31
87747204,87723478,22
87747204,87723494,6
87747204,87747212,6
87747212,87747204,6
87747212,87747220,4
87747220,87747212,4
87747220,87747246,7
87747246,87747220,7
87747246,87747279,3
87747279,87747246,4
87747279,87747287,5
87747287,87723478,29
87747287,87747006,16
87747287,87747279,5
87747287,87747329,6
87747329,87747006,13
87747329,87747287,6
87747329,87747337,5
87747329,87747352,7
87747329,87747691,3
87747329,87761759,7
87747337,87747006,9
87747337,87747329,4
87747352,87747006,6
87747352,87747329,8
87747402,87417501,7
87747402,87725895,5
87747402,87741009,31
87747402,87747006,10
87747402,87747493,19
87747451,87417501,3
87747451,87747477,7
87747477,87747451,7
87747477,87747493,7
87747493,87741181,6
87747493,87747402,19
87747493,87747477,7
87747519,87747006,8
87747519,87747535,6
87747535,87747519,6
87747535,87747568,6
87747568,87747535,5
87747568,87747576,3
87747576,87747568,3
87747576,87747592,22
87747592,87747576,21
87747592,87747626,15
87747626,87747592,14
87747626,87747667,26
87747667,87747626,25
87747667,87763250,20
87747691,87747329,2
87747691,87761759,5
87751008,87439554,14
87751008,87580340,4
87751008,87751081,4
87751008,87751420,22
87751008,87751438,25
87751008,87751602,7
87751008,87751826,9
87751008,87753285,11
87751008,87753566,35
87751008,87755009,43
87751008,87759290,4
87751081,87751008,5
87751081,87751701,5
87751081,87751719,3
87751081,87751750,9
87751206,87751230,14
87751206,87763755,15
87751230,87751206,15
87751230,87751271,15
87751271,87751230,16
87751271,87751321,10
87751321,87751271,11
87751321,87751370,21
87751321,87763722,71
87751370,87751321,23
87751370,87751404,21
87751404,87751321,44
87751404,87751370,21
87751404,87751420,12
87751420,87751404,14
87751420,87751438,5
87751438,87751420,7
87751438,87751800,8
87751529,87590299,4
87751529,87756767,3
87751602,87580340,11
87751602,87751008,9
87751602,87753285,6
87751602,87753582,11
87751701,87635581,3
87751701,87751081,5
87751701,87751719,4
87751701,87751743,4
87751719,87751081,4
87751719,87751701,3
87751743,87635581,5
87751743,87751701,4
87751743,87751750,3
87751750,87751008,35
87751750,87751081,10
87751750,87751743,4
87751750,87751776,8
87751750,87751784,16
87751776,87751750,7
87751776,87751784,9
87751784,87751750,15
87751784,87751776,7
87751784,87755215,5
87751784,87755231,13
87751800,87751438,6
87751800,87751826,6
87751826,87751008,10
87751826,87751800,6
87751826,87751842,5
87751826,87759316,3
87751842,87751008,7
87751842,87759290,2
87751842,87759316,3
87753004,87439554,15
87753004,87753202,4
87753004,87753251,15
87753004,87753418,7
87753004,87753657,15
87753004,87753681,9
87753004,87753764,8
87753004,87765008,51
87753202,87753004,5
87753202,87753251,10
87753251,87439554,4
87753251,87753004,13
87753251,87753202,10
87753285,87439554,4
87753285,87751602,5
87753285,87753251,7
87753418,87753004,9
87753418,87753426,3
87753426,87753418,3
87753426,87753442,8
87753442,87753426,10
87753442,87753459,4
87753459,87753442,3
87753459,87753491,3
87753491,87753459,4
87753491,87753509,3
87753509,87753491,3
87753509,87753541,6
87753509,87753558,20
87753541,87753509,6
87753541,87753558,5
87753558,87753509,20
87753558,87753541,5
87753558,87753566,4
87753566,87751008,35
87753566,87753558,4
87753566,87753574,4
87753574,87751602,16
87753574,87753566,4
87753574,87753582,6
87753582,87751602,11
87753582,87753574,6
87753657,87753681,9
87753657,87765008,17
87753657,87765354,10
87753681,87753004,9
87753681,87753657,9
87753707,87753715,5
87753707,87765503,5
87753715,87753707,4
87753715,87753731,4
87753715,87753764,8
87753715,87765503,9
87753731,87753715,4
87753731,87753764,5
87753764,87753004,9
87753764,87753715,8
87753764,87753731,5
87755009,87751008,47
87755009,87755231,6
87755009,87755264,4
87755009,87755306,5
87755009,87755371,22
87755009,87755447,39
87755215,87751784,5
87755215,87755223,6
87755223,87755215,6
87755223,87755231,5
87755231,87751784,14
87755231,87755009,8
87755231,87755223,5
87755231,87755264,4
87755264,87755009,5
87755264,87755231,4
87755306,87755009,6
87755306,87755314,3
87755314,87755306,3
87755314,87755330,5
87755314,87755611,4
87755330,87755314,5
87755330,87755355,5
87755355,87755330,5
87755355,87755363,5
87755363,87755355,6
87755363,87755371,4
87755371,87755009,19
87755371,87755363,3
87755371,87755389,3
87755371,87755397,6
87755371,87755405,11
87755371,87755447,21
87755389,87755371,5
87755389,87755397,5
87755397,87755389,5
87755397,87755405,5
87755405,87755371,14
87755405,87755397,7
87755405,87755421,7
87755405,87755447,10
87755421,87755405,7
87755421,87755447,8
87755447,87755009,38
87755447,87755371,18
87755447,87755405,8
87755447,87755421,4
87755447,87757500,12
87755447,87757526,16
87755611,87755314,4
87755611,87755629,6
87755629,87755611,5
87756056,87590299,4
87756056,87756254,5
87756056,87756353,3
87756056,87757674,15
87756254,87756056,6
87756254,87756346,3
87756304,87756320,5
87756304,87757690,3
87756320,87756304,4
87756320,87756338,3
87756320,87756346,4
87756320,87757674,9
87756338,87756320,2
87756338,87756346,3
87756346,87756254,3
87756346,87756320,4
87756346,87756338,3
87756353,87756056,4
87756353,87756361,4
87756361,87756353,3
87756361,87756379,3
87756379,87756361,3
87756379,87756387,3
87756387,87756379,4
87756387,87756395,4
87756395,87756387,4
87756460,87756478,3
87756478,87756460,3
87756478,87756486,3
87756486,87756478,2
87756486,87756494,4
87756494,87756486,8
87756767,87751529,3
87756767,87756775,4
87756775,87565143,4
87756775,87756767,4
87756783,87565143,5
87756783,87756791,5
87756791,87756783,5
87756791,87756809,9
87756809,87756791,8
87756809,87756817,4
87756817,87756809,4
87756817,87756825,12
87756825,87590299,50
87756825,87756817,12
87756825,87756833,13
87756833,87590299,60
87756833,87756825,11
87756833,87756858,10
87756858,87756833,10
87756858,87756866,10
87756866,87756858,10
87756866,87756874,8
87756874,87756866,8
87756874,87756882,9
87756882,87756874,8
87757500,87755447,13
87757500,87757526,3
87757526,87755447,16
87757526,87757500,4
87757526,87757534,3
87757526,87757591,18
87757526,87757625,24
87757534,87757526,5
87757534,87757542,4
87757542,87757534,3
87757542,87757559,3
87757559,87757542,4
87757559,87757567,4
87757567,87757559,4
87757567,87757575,6
87757575,87757567,5
87757575,87757583,5
87757583,87757575,5
87757583,87757591,3
87757591,87757526,17
87757591,87757583,3
87757591,87757617,5
87757617,87757591,5
87757617,87757625,3
87757625,87757526,25
87757625,87757617,4
87757625,87757641,5
87757625,87757666,6
87757625,87757674,12
87757625,87757757,7
87757641,87757625,6
87757641,87757666,4
87757666,87757625,8
87757666,87757641,4
87757666,87757674,3
87757674,87756056,19
87757674,87756320,9
87757674,87757625,11
87757674,87757666,3
87757674,87757690,3
87757690,87756304,3
87757690,87757674,3
87757724,87401323,7
87757732,87401323,8
87757732,87757740,3
87757740,87757732,3
87757740,87757757,3
87757757,87757625,6
87757757,87757740,3
87759290,87751008,6
87759290,87751842,2
87759316,87751826,4
87759316,87751842,3
87761007,87761163,10
87761007,87761247,9
87761007,87763029,6
87761007,87764001,20
87761106,87722678,6
87761106,87761130,8
87761130,87761106,8
87761130,87761163,9
87761163,87722678,19
87761163,87761007,10
87761163,87761130,8
87761163,87763029,25
87761239,87723395,5
87761239,87723429,5
87761247,87761007,11
87761247,87761262,4
87761247,87761783,13
87761247,87764001,15
87761262,87761247,3
87761262,87764001,12
87761494,87723197,78
87761494,87764472,34
87761650,87761684,11
87761650,87761718,17
87761650,87763029,7
87761684,87761650,11
87761684,87761718,8
87761718,87747006,33
87761718,87761650,20
87761718,87761684,9
87761718,87761726,6
87761718,87761759,14
87761718,87763029,30
87761726,87761718,7
87761726,87761742,7
87761742,87761726,6
87761742,87761759,4
87761759,87747329,7
87761759,87747691,5
87761759,87761718,14
87761759,87761726,9
87761759,87761742,5
87761783,87761247,14
87761783,87761817,13
87761783,87761841,33
87761817,87761783,13
87761817,87761841,19
87761841,87761783,31
87761841,87761817,19
87761841,87761874,22
87761874,87761841,22
87761874,87763300,45
87763003,87763300,19
87763003,87763425,14
87763029,87761007,8
87763029,87761163,24
87763029,87761650,8
87763250,87747667,20
87763250,87763300,8
87763300,87761007,132
87763300,87761874,43
87763300,87763003,21
87763300,87763250,7
87763300,87763722,15
87763425,87763003,14
87763425,87763466,19
87763466,87763425,18
87763466,87763508,14
87763508,87763466,14
87763508,87763557,10
87763557,87763508,10
87763557,87763607,15
87763607,87763557,12
87763722,87763300,14
87763722,87763755,13
87763755,87751206,14
87763755,87763722,13
87764001,87761007,22
87764001,87761262,13
87764001,87764290,10
87764001,87764308,13
87764290,87764001,9
87764290,87764308,6
87764308,87764001,12
87764308,87764290,5
87764308,87764357,8
87764357,87764308,8
87764357,87765107,10
87764472,87761494,37
87764472,87765008,53
87765008,87318964,5
87765008,87753657,17
87765008,87764308,28
87765008,87764472,60
87765008,87765107,14
87765008,87765206,6
87765008,87765354,12
87765008,87765412,5
87765008,87775007,36
87765107,87764357,10
87765107,87765008,16
87765107,87765180,6
87765180,87765107,6
87765180,87765198,5
87765198,87765180,4
87765198,87765206,4
87765206,87765008,8
87765206,87765198,4
87765206,87765826,6
87765354,87703975,9
87765354,87753657,10
87765354,87765008,14
87765354,87775023,2
87765412,87765008,7
87765412,87765420,4
87765420,87765412,3
87765420,87765438,4
87765438,87765420,4
87765438,87765446,4
87765446,87765438,3
87765446,87765453,4
87765453,87765446,3
87765453,87765479,4
87765479,87765453,4
87765479,87765503,8
87765503,87753707,5
87765503,87753715,9
87765503,87765479,7
87765735,87765818,5
87765818,87765735,6
87765818,87765826,6
87765826,87765206,5
87765826,87765818,7
87773002,87773408,13
87773002,87773457,7
